주차,순위,곡명,아티스트,앨범,좋아요,이미지URL
07.21~07.27,95,마음 따라 뛰는 건 멋지지 않아?,TWS (투어스),TWS 3rd Mini Album ‘TRY WITH US’,34079,https://cdnimg.melon.co.kr/cm2/album/images/117/81/966/11781966_20250922112156_500.jpg/melon/resize/48/quality/80/optimize
07.21~07.27,96,가까운 듯 먼 그대여,카더가든,가까운 듯 먼 그대여,142994,https://cdnimg.melon.co.kr/cm2/album/images/106/92/255/10692255_20210825184324_500.jpg/melon/resize/48/quality/80/optimize
07.21~07.27,97,모래 알갱이,임영웅,모래 알갱이,73980,https://cdnimg.melon.co.kr/cm2/album/images/112/58/233/11258233_20230605094802_500.jpg/melon/resize/48/quality/80/optimize
07.21~07.27,98,미안해 미워해 사랑해,Crush,눈물의 여왕 OST Part.4,113104,https://cdnimg.melon.co.kr/cm2/album/images/114/49/278/11449278_20240322170237_500.jpg/melon/resize/48/quality/80/optimize
07.21~07.27,99,비행기,거북이,거북이 사요!!,124570,https://cdnimg.melon.co.kr/cm/album/images/003/22/845/322845_500.jpg/melon/resize/48/quality/80/optimize
07.21~07.27,100,해야 (HEYA),IVE (아이브),IVE SWITCH,93752,https://cdnimg.melon.co.kr/cm2/album/images/114/75/530/11475530_20240430093854_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,1,FAMOUS,ALLDAY PROJECT,FAMOUS,127432,https://cdnimg.melon.co.kr/cm2/album/images/118/57/160/11857160_20250623154620_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,2,뛰어(JUMP),BLACKPINK,뛰어(JUMP),90477,https://cdnimg.melon.co.kr/cm2/album/images/118/90/480/11890480_20250711095238_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,3,Drowning,WOODZ,OO-LI,279263,https://cdnimg.melon.co.kr/cm2/album/images/111/83/506/11183506_20230426141236_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,4,Dirty Work,aespa,Dirty Work,67141,https://cdnimg.melon.co.kr/cm2/album/images/118/48/758/11848758_20250627112959_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,5,시작의 아이,마크툽 (MAKTUB),시작의 아이 ハジマリのコ (Starting With You),82485,https://cdnimg.melon.co.kr/cm2/album/images/116/76/806/11676806_20241223190316_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,6,너에게 닿기를,10CM,너에게 닿기를,140234,https://cdnimg.melon.co.kr/cm2/album/images/117/30/411/11730411_20250306095101_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,7,모르시나요(PROD.로코베리),조째즈,모르시나요,102167,https://cdnimg.melon.co.kr/cm2/album/images/116/85/729/11685729_20250106160640_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,8,Whiplash,aespa,Whiplash - The 5th Mini Album,150117,https://cdnimg.melon.co.kr/cm2/album/images/116/20/540/11620540_20241018183208_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,9,어제보다 슬픈 오늘,우디 (Woody),어제보다 슬픈 오늘,76127,https://cdnimg.melon.co.kr/cm2/album/images/117/56/010/11756010_20250331135525_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,10,WICKED,ALLDAY PROJECT,FAMOUS,57220,https://cdnimg.melon.co.kr/cm2/album/images/118/57/160/11857160_20250623154620_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,11,like JENNIE,제니 (JENNIE),Ruby,104144,https://cdnimg.melon.co.kr/cm2/album/images/117/30/946/11730946_20250307173452_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,12,"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON,"HOME SWEET HOME (feat. 태양, 대성)",227316,https://cdnimg.melon.co.kr/cm2/album/images/116/47/670/11647670_20241121150855_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,13,Never Ending Story,아이유,꽃갈피 셋,82573,https://cdnimg.melon.co.kr/cm2/album/images/118/31/781/11831781_20250526162725_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,14,청춘만화,이무진,만화 (滿花),93024,https://cdnimg.melon.co.kr/cm2/album/images/116/08/521/11608521_20241004161722_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,15,APT.,로제 (ROSÉ),APT.,219298,https://cdnimg.melon.co.kr/cm2/album/images/116/19/809/11619809_20241018103507_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,16,나는 반딧불,황가람,나는 반딧불,156137,https://cdnimg.melon.co.kr/cm2/album/images/116/20/541/11620541_20241018183253_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,17,HANDS UP,MEOVV (미야오),MY EYES OPEN VVIDE,38478,https://cdnimg.melon.co.kr/cm2/album/images/117/89/552/11789552_20250512154752_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,18,TOO BAD (feat. Anderson .Paak),G-DRAGON,Übermensch,154300,https://cdnimg.melon.co.kr/cm2/album/images/117/22/169/11722169_20250224160403_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,19,눈물참기,QWER,"3rd Mini Album '난 네 편이야, 온 세상이 불협일지라도'",40078,https://cdnimg.melon.co.kr/cm2/album/images/118/47/675/11847675_20250605193604_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,20,오늘만 I LOVE YOU,BOYNEXTDOOR,오늘만 I LOVE YOU,180035,https://cdnimg.melon.co.kr/cm2/album/images/116/85/070/11685070_20250106111631_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,21,REBEL HEART,IVE (아이브),IVE EMPATHY,115246,https://cdnimg.melon.co.kr/cm2/album/images/116/89/783/11689783_20250203110601_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,22,HAPPY,DAY6 (데이식스),Fourever,208286,https://cdnimg.melon.co.kr/cm2/album/images/114/44/397/11444397_20240318115810_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,23,한 페이지가 될 수 있게,DAY6 (데이식스),The Book of Us : Gravity,363964,https://cdnimg.melon.co.kr/cm/album/images/103/07/346/10307346_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,24,빌려온 고양이 (Do the Dance),아일릿(ILLIT),bomb,53579,https://cdnimg.melon.co.kr/cm2/album/images/118/47/505/11847505_20250616145148_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,25,LIKE YOU BETTER,프로미스나인,From Our 20's,43415,https://cdnimg.melon.co.kr/cm2/album/images/118/65/061/11865061_20250624182553_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,26,STYLE,Hearts2Hearts (하츠투하츠),STYLE,49535,https://cdnimg.melon.co.kr/cm2/album/images/118/58/555/11858555_20250618105530_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,27,천상연,이창섭,천상연 (웹툰 '선녀외전' X 이창섭 (LEE CHANGSUB)),141834,https://cdnimg.melon.co.kr/cm2/album/images/114/21/941/11421941_20240220105008_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,28,Supernova,aespa,Armageddon - The 1st Album,186521,https://cdnimg.melon.co.kr/cm2/album/images/114/87/023/11487023_20240527154018_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,29,소나기,이클립스 (ECLIPSE),선재 업고 튀어 OST Part 1,191577,https://cdnimg.melon.co.kr/cm2/album/images/114/59/325/11459325_20240405171054_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,30,내게 사랑이 뭐냐고 물어본다면,로이킴,내게 사랑이 뭐냐고 물어본다면,90376,https://cdnimg.melon.co.kr/cm2/album/images/116/16/312/11616312_20241015135802_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,31,Flower,오반(OVAN),교회오빠,78248,https://cdnimg.melon.co.kr/cm2/album/images/117/32/247/11732247_20250313092931_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,32,toxic till the end,로제 (ROSÉ),rosie,140834,https://cdnimg.melon.co.kr/cm2/album/images/116/59/696/11659696_20241205141243_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,33,Welcome to the Show,DAY6 (데이식스),Fourever,193239,https://cdnimg.melon.co.kr/cm2/album/images/114/44/397/11444397_20240318115810_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,34,MY LOVE(2025),이예은,MY LOVE(2025),36878,https://cdnimg.melon.co.kr/cm2/album/images/117/20/961/11720961_20250221135403_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,35,예뻤어,DAY6 (데이식스),Every DAY6 February,378001,https://cdnimg.melon.co.kr/cm/album/images/100/36/099/10036099_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,36,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,491249,https://cdnimg.melon.co.kr/cm2/album/images/103/31/947/10331947_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,37,Pookie,FIFTY FIFTY,Day & Night,36830,https://cdnimg.melon.co.kr/cm2/album/images/117/87/269/11787269_20250424103320_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,38,내 이름 맑음,QWER,2nd Mini Album 'Algorithm's Blossom',105168,https://cdnimg.melon.co.kr/cm2/album/images/115/80/909/11580909_20240923131754_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,39,고민중독,QWER,1st Mini Album 'MANITO',154030,https://cdnimg.melon.co.kr/cm2/album/images/114/54/681/11454681_20240328174504_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,40,HOT,LE SSERAFIM (르세라핌),HOT,49070,https://cdnimg.melon.co.kr/cm2/album/images/117/38/155/11738155_20250314101906_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,41,첫 만남은 계획대로 되지 않아,TWS (투어스),TWS 1st Mini Album ‘Sparkling Blue’,169097,https://cdnimg.melon.co.kr/cm2/album/images/113/91/902/11391902_20250922111638_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,42,DRIP,BABYMONSTER,DRIP,70798,https://cdnimg.melon.co.kr/cm2/album/images/116/29/208/11629208_20241101103249_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,43,여름이었다,H1-KEY (하이키),H1-KEY 4th Mini Album [Lovestruck],27884,https://cdnimg.melon.co.kr/cm2/album/images/118/60/874/11860874_20250619114530_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,44,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),166025,https://cdnimg.melon.co.kr/cm2/album/images/113/05/759/11305759_20230814111006_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,45,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',313711,https://cdnimg.melon.co.kr/cm2/album/images/110/11/565/11011565_20220801102637_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,46,그날이 오면,투모로우바이투게더,언젠가는 슬기로울 전공의생활 OST Part 9,46776,https://cdnimg.melon.co.kr/cm2/album/images/118/01/493/11801493_20250508182354_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,47,ATTITUDE,IVE (아이브),IVE EMPATHY,68003,https://cdnimg.melon.co.kr/cm2/album/images/116/89/783/11689783_20250203110601_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,48,네모의 꿈,아이유,꽃갈피 셋,48009,https://cdnimg.melon.co.kr/cm2/album/images/118/31/781/11831781_20250526162725_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,49,I AM,IVE (아이브),I've IVE,235287,https://cdnimg.melon.co.kr/cm2/album/images/112/11/297/11211297_20230410151046_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,50,UP (KARINA Solo),aespa,SYNK : PARALLEL LINE - Special Digital Single,117298,https://cdnimg.melon.co.kr/cm2/album/images/116/10/170/11610170_20241008143002_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,,,,,89959,https://cdnimg.melon.co.kr/cm2/album/images/115/64/698/11564698_20240812100922_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,51,Supersonic,프로미스나인,Supersonic,89959,https://cdnimg.melon.co.kr/cm2/album/images/115/64/698/11564698_20240812100922_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,52,How Sweet,NewJeans,How Sweet,155689,https://cdnimg.melon.co.kr/cm2/album/images/114/75/749/11475749_20240524105642_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,53,Magnetic,아일릿(ILLIT),SUPER REAL ME,141919,https://cdnimg.melon.co.kr/cm2/album/images/114/50/069/11450069_20240325110702_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,54,청혼하지 않을 이유를 못 찾았어,이무진,청혼하지 않을 이유를 못 찾았어,68281,https://cdnimg.melon.co.kr/cm2/album/images/114/55/285/11455285_20240401151801_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,55,에피소드,이무진,에피소드,137862,https://cdnimg.melon.co.kr/cm2/album/images/113/82/987/11382987_20231212165916_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,56,PO￦ER,G-DRAGON,PO￦ER,163519,https://cdnimg.melon.co.kr/cm2/album/images/116/30/124/11630124_20241031100530_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,57,주저하는 연인들을 위해,잔나비,전설,451643,https://cdnimg.melon.co.kr/cm/album/images/102/60/858/10260858_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,58,I DO ME,KiiiKiii (키키),UNCUT GEM,65697,https://cdnimg.melon.co.kr/cm2/album/images/117/15/826/11715826_20250324115745_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,59,Love wins all,아이유,The Winning,219142,https://cdnimg.melon.co.kr/cm2/album/images/114/04/142/11404142_20240220141548_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,60,슬픈 초대장,순순희(지환),슬픈 초대장,76932,https://cdnimg.melon.co.kr/cm2/album/images/113/86/568/11386568_20231218192452_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,61,Sticky,KISS OF LIFE,Sticky,94715,https://cdnimg.melon.co.kr/cm2/album/images/115/25/661/11525661_20240628155508_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,62,나는 아픈 건 딱 질색이니까,i-dle (아이들),2,174320,https://cdnimg.melon.co.kr/cm2/album/images/114/02/655/11402655_20240129121016_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,63,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,316438,https://cdnimg.melon.co.kr/cm/album/images/022/32/505/2232505_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,64,미치게 그리워서,황가람,미치게 그리워서,36491,https://cdnimg.melon.co.kr/cm2/album/images/117/10/367/11710367_20250207120041_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,65,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),233055,https://cdnimg.melon.co.kr/cm2/album/images/108/71/162/10871162_20220217162422_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,66,THUNDER,세븐틴 (SEVENTEEN),SEVENTEEN 5th Album ‘HAPPY BURSTDAY’,69098,https://cdnimg.melon.co.kr/cm2/album/images/118/29/498/11829498_20250526100446_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,67,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,438615,https://cdnimg.melon.co.kr/cm/album/images/101/49/492/10149492_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,68,비의 랩소디,임재현,비의 랩소디,107660,https://cdnimg.melon.co.kr/cm2/album/images/113/76/816/11376816_20231201120653_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,69,다정히 내 이름을 부르면,경서예지,다정히 내 이름을 부르면 (경서예지 x 전건호),220737,https://cdnimg.melon.co.kr/cm2/album/images/106/10/525/10610525_20210518143433_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,70,Seven (feat. Latto) - Clean Ver.,정국,Seven (feat. Latto) - Clean Ver.,228034,https://cdnimg.melon.co.kr/cm2/album/images/112/86/070/11286070_20230713181059_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,71,헤어지자 말해요,박재정,1집 Alone,191729,https://cdnimg.melon.co.kr/cm2/album/images/112/27/533/11227533_20230419162238_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,72,운명 (2025),먼데이 키즈,먼키의 발자국 Vol.1 With 이이경,33132,https://cdnimg.melon.co.kr/cm2/album/images/119/45/858/11945858_20250725140649_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,73,123-78,BOYNEXTDOOR,No Genre,69429,https://cdnimg.melon.co.kr/cm2/album/images/118/05/155/11805155_20250513094426_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,74,인사,범진,인사,158702,https://cdnimg.melon.co.kr/cm2/album/images/108/21/699/10821699_20231205103724_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,75,Small girl (feat. 도경수(D.O.)),이영지,16 Fantasy,168797,https://cdnimg.melon.co.kr/cm2/album/images/115/17/951/11517951_20240620173412_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,76,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,235539,https://cdnimg.melon.co.kr/cm2/album/images/107/35/654/10735654_20211008114339_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,77,사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,113905,https://cdnimg.melon.co.kr/cm2/album/images/112/85/867/11285867_20230713162404_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,78,The Chase,Hearts2Hearts (하츠투하츠),The Chase,45260,https://cdnimg.melon.co.kr/cm2/album/images/117/20/981/11720981_20250221140928_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,79,"무제(無題) (Untitled, 2014)",G-DRAGON,권지용,324511,https://cdnimg.melon.co.kr/cm/album/images/100/69/644/10069644_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,80,영원해,도경수(D.O.),언젠가는 슬기로울 전공의생활 OST Part 6,44037,https://cdnimg.melon.co.kr/cm2/album/images/117/88/908/11788908_20250425144129_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,81,봄날,방탄소년단,YOU NEVER WALK ALONE,509390,https://cdnimg.melon.co.kr/cm/album/images/100/37/969/10037969_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,82,TAKE ME,G-DRAGON,Übermensch,72744,https://cdnimg.melon.co.kr/cm2/album/images/117/22/169/11722169_20250224160403_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,83,Fly Up,RIIZE,ODYSSEY - The 1st Album,49914,https://cdnimg.melon.co.kr/cm2/album/images/117/96/054/11796054_20250519154637_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,84,Armageddon,aespa,Armageddon - The 1st Album,96744,https://cdnimg.melon.co.kr/cm2/album/images/114/87/023/11487023_20240527154018_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,85,취중고백,김민석 (멜로망스),취중고백,203996,https://cdnimg.melon.co.kr/cm2/album/images/108/16/959/10816959_20211217144957_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,86,Ditto,NewJeans,NewJeans 'OMG',309854,https://cdnimg.melon.co.kr/cm2/album/images/111/27/145/11127145_20231213133532_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,87,우리들의 블루스,임영웅,IM HERO,124322,https://cdnimg.melon.co.kr/cm2/album/images/109/23/444/10923444_20220502140600_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,88,Mantra,제니 (JENNIE),Mantra,79602,https://cdnimg.melon.co.kr/cm2/album/images/116/12/674/11612674_20241010154851_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,89,Dash,PLAVE,Caligo Pt.1,66262,https://cdnimg.melon.co.kr/cm2/album/images/117/05/481/11705481_20250203111457_500.jpg/melon/resize/48/quality/80/optimize
07.28~08.03,90,이렇게 좋아해 본 적이 없어요,BOYNEXTDOOR,이렇게 좋아해 본 적이 없어요 (소녀의 세계 X BOYNEXTDOOR),71083,https://cdnimg.melon.co.kr/cm2/album/images/117/37/028/11737028_20250313164949_500.jpg/melon/resize/48/quality/80/optimize
